Dosja,Arkiva,Fondi,Viti,Dosja,Faqja,Titulli,Anglisht,Citimi ,Shenime,,,,
511_1994_93,AQSH,511,1994,93,1,"Ministria e Arsimit derguar universiteteve, dt. 10.2.1994","Minstry of Education to universities, 10 February 1994","AQSH, F.511, V.1994, D.93, Fl.1. Document title: Ministria e Arsimit derguar universiteteve, dt. 10.2.1994[Minstry of Education to universities, 10 February 1994.]",,,,,
511_1985_3,AQSH,511,1985,83,20,"Informacion mbi kontrollin e bere ne katedren e biologjise dhe kimise ne Institutin e Elbasanit, dt. 27.11.1984","Information on the control of the department of biology and chemistry at the Institute of Elbasan, 27 November 1984","AQSH, F.511, V.1985, D.83, Fl.20. Document title: Informacion mbi kontrollin e bere ne katedren e biologjise dhe kimise ne Institutin e Elbasanit, dt. 27.11.1984[Information on the control of the department of biology and chemistry at the Institute of Elbasan, 27 November 1984.]",,,,,
ilb-1990-13,AQSH,ILB,1990,13,,"Instituti I Larte Bujqesor i Tiranes derguar Komitetit te Shkences dhe Teknikes,  dt. 9.4.1990 ","Institute of Agriculture to Committee of Science and Technology, 9 April 1990","AQSH, F.ILB, V.1990, D.13, Fl.. Document title: Instituti I Larte Bujqesor i Tiranes derguar Komitetit te Shkences dhe Teknikes,  dt. 9.4.1990 [Institute of Agriculture to Committee of Science and Technology, 9 April 1990.]",,,,,
Arkiva Shteteror Vendor Tirane,AQSH,ASHV-Tirane,1983,610,1,"Komiteti Ekzekutiv i Rrethi Tirane, Relacion mbi disa probleme per te drejtat e studimit ne shkollen e larte. Dt. 19.1.1983",Executive Committee of the People's Council of Tirana. Report on some problems with the eligibility for admission … 19 January 1983,"AQSH, F.ASHV-Tirane, V.1983, D.610, Fl.1. Document title: Komiteti Ekzekutiv i Rrethi Tirane, Relacion mbi disa probleme per te drejtat e studimit ne shkollen e larte. Dt. 19.1.1983[Executive Committee of the People's Council of Tirana. Report on some problems with the eligibility for admission … 19 January 1983.]",,,,,
14_1971_386,AQSH,14-STR,1971,386,,Universiteti i Tiranes derguar K.Q. PPSH.  Dt. 12.10.1971,"University of Tirana to Central Committee of PPSH, 12 November  1971","AQSH, F.14-STR, V.1971, D.386, Fl.. Document title: Universiteti i Tiranes derguar K.Q. PPSH.  Dt. 12.10.1971[University of Tirana to Central Committee of PPSH, 12 November  1971.]",,,,,
490_1976_406,AQSH,490,1976,406,95-97,"Procesverbal i mbledhjes se Keshillit te Ministrave, dt. 19.05.1976","Minutes from the meeting of the Council of Ministers, 19 May 1976","AQSH, F.490, V.1976, D.406, Fl.95-97. Document title: Procesverbal i mbledhjes se Keshillit te Ministrave, dt. 19.05.1976[Minutes from the meeting of the Council of Ministers, 19 May 1976.]",,,,,
490_1963_161,AQSH,490,1963,161,18,"Kryeministria derguar Universitetit Shteteror te Tiranes, dt. 25.001.1962","Prime ministry to University of Tirana, dt. 25 January 1962","AQSH, F.490, V.1963, D.161, Fl.18. Document title: Kryeministria derguar Universitetit Shteteror te Tiranes, dt. 25.001.1962[Prime ministry to University of Tirana, dt. 25 January 1962.]",,,,,
511_1985_95,AQSH,511,1985,95,,"Bashkimi i Gazetareve te Shqiperise derguar Ministrise se Arsimit, dt. 26.07.1985","The Union of Albanian Journalists to Ministry of Education, 26 July 1985","AQSH, F.511, V.1985, D.95, Fl.. Document title: Bashkimi i Gazetareve te Shqiperise derguar Ministrise se Arsimit, dt. 26.07.1985[The Union of Albanian Journalists to Ministry of Education, 26 July 1985.]",,,,,
ILB_1986_8,AQSH,ILB,1986,8,,Draft: Rregullore e brendshme e Institutit te Larte Shteteror te Bujqesise,Draft proposal: Internal regulation of the State Institute of Agriculture,"AQSH, F.ILB, V.1986, D.8, Fl.. Document title: Draft: Rregullore e brendshme e Institutit te Larte Shteteror te Bujqesise[Draft proposal: Internal regulation of the State Institute of Agriculture.]",,,,,
ILB_1982_8,AQSH,ILB,1982,8,5,"Ministria e Arsimit derguar Institutit Bujqesor, Udhezim mbi Hartimin e Planeve  te Reja … dt. 6.7.1982",Ministry of Education to Institute of Agriculture. Order on Designing new Lesson Plans,"AQSH, F.ILB, V.1982, D.8, Fl.5. Document title: Ministria e Arsimit derguar Institutit Bujqesor, Udhezim mbi Hartimin e Planeve  te Reja … dt. 6.7.1982[Ministry of Education to Institute of Agriculture. Order on Designing new Lesson Plans.]",,,,,
490_1979_76,AQSH,490,1979,76,,Raport per pregatitjen … e specialisteve … Dt. 4.4.1979,Report on the qualification … of specialists … dt. 4 April 1979,"AQSH, F.490, V.1979, D.76, Fl.. Document title: Raport per pregatitjen … e specialisteve … Dt. 4.4.1979[Report on the qualification … of specialists … dt. 4 April 1979.]",,,,,
511_1983_49,AQSH,511,1983,49,83,Plani mesimor. Fakulteti i Historise dhe i Filologjise. Dega: E historise dhe e gjeografise. Profili: Mesuesi  … ,Lesson plan. Faculty of History and Philology. Department of History and Geography. Specialty: Teaching,"AQSH, F.511, V.1983, D.49, Fl.83. Document title: Plani mesimor. Fakulteti i Historise dhe i Filologjise. Dega: E historise dhe e gjeografise. Profili: Mesuesi  … [Lesson plan. Faculty of History and Philology. Department of History and Geography. Specialty: Teaching.]",,,,,
511_1986_112,AQSH,511,1986,112,40,"Ministria e Arsimit derguar Komisionit te Planit te Shtetit, pa date.","Ministry of Education to State Planning Commission, no date.","AQSH, F.511, V.1986, D.112, Fl.40. Document title: Ministria e Arsimit derguar Komisionit te Planit te Shtetit, pa date.[Ministry of Education to State Planning Commission, no date..]",,,,,
511_1986_14,AQSH,511,1986,14,23-24,"Procesverbal … i kolegjiumit, 27.12.1986",Minutes from the meeting of the advisory group on 27 December 1986,"AQSH, F.511, V.1986, D.14, Fl.23-24. Document title: Procesverbal … i kolegjiumit, 27.12.1986[Minutes from the meeting of the advisory group on 27 December 1986.]",,,,,
511_1986_101,AQSH,511,1986,10,19-21,"Ministria e Arsimit derguar Komisionit te Planit te Shtetit,  Zhvillimi i arsimit te larte 1985-1990. 16.12.1983","Ministry of Education to State Planning Commission, ""The development of higher education 1985-1990"", 16 December 1983","AQSH, F.511, V.1986, D.10, Fl.19-21. Document title: Ministria e Arsimit derguar Komisionit te Planit te Shtetit,  Zhvillimi i arsimit te larte 1985-1990. 16.12.1983[Ministry of Education to State Planning Commission, ""The development of higher education 1985-1990"", 16 December 1983.]",,,,,
724_1986_80,AQSH,724,1986,80,1-6,"Njoftim, pa date. ",Notice. no date.,"AQSH, F.724, V.1986, D.80, Fl.1-6. Document title: Njoftim, pa date. [Notice. no date..]",,,,,
495_1985_184,AQSH,495,1985,184,49,Njoftim mbi plotesimin e planit te regjistrimit te nxenesve e studenteve ne vitin shkollor 1986-1987 … ,Notification on the fulfillment of enrollment plan for the academic year 1986-1987,"AQSH, F.495, V.1985, D.184, Fl.49. Document title: Njoftim mbi plotesimin e planit te regjistrimit te nxenesve e studenteve ne vitin shkollor 1986-1987 … [Notification on the fulfillment of enrollment plan for the academic year 1986-1987.]",,,,,
MPJ 1980/433,MEPJ,MPJ,1980,433,1-4,"Ministria e Jashtme derguar Ambasades ne Viene, dt. 15.03.1980","Ministry of Foreign Affairs to Embassy in Vienna, 15 March 1980","MEPJ, F.MPJ, V.1980, D.433, Fl.1-4. Document title: Ministria e Jashtme derguar Ambasades ne Viene, dt. 15.03.1980[Ministry of Foreign Affairs to Embassy in Vienna, 15 March 1980.]",,,,,
MPJ 1980/737,MEPJ,MPJ,1980,737,22,Udhezim per te pritur nga vendet nordike. Shifrim. Dt. 30.1.1980,"Instruction to host from Nordic countries. Cipher, 30 January 1980","MEPJ, F.MPJ, V.1980, D.737, Fl.22. Document title: Udhezim per te pritur nga vendet nordike. Shifrim. Dt. 30.1.1980[Instruction to host from Nordic countries. Cipher, 30 January 1980.]",,,,,
,AQSH,511,1985,165,,"Ambasada e Shqiperise ne Rome, Ministrise se Arsimit dhe Kultures, Rome 24.12.1985","Embassy in Rome to Ministry of Education, 24 December 1985","AQSH, F.511, V.1985, D.165, Fl.. Document title: Ambasada e Shqiperise ne Rome, Ministrise se Arsimit dhe Kultures, Rome 24.12.1985[Embassy in Rome to Ministry of Education, 24 December 1985.]",,,,,
,AQSH,511,1985,162,,"Relacion i Ministrise se Arsimit dhe Kultures derguar Ministrise se Puneve te Jashtme, 18.3.1985, ","Report of Ministry of Education to Ministry of Foreign Affairs, 18 March 1985","AQSH, F.511, V.1985, D.162, Fl.. Document title: Relacion i Ministrise se Arsimit dhe Kultures derguar Ministrise se Puneve te Jashtme, 18.3.1985, [Report of Ministry of Education to Ministry of Foreign Affairs, 18 March 1985.]",,,,,
,AQSH,511,1985,161,,"Ambasada ne Rome derguar Ministrise se Puneve te Jashtme, Tirane. Dt. 6.08.1985","Embassy in Rome to Ministry of Education, 6 August 1985","AQSH, F.511, V.1985, D.161, Fl.. Document title: Ambasada ne Rome derguar Ministrise se Puneve te Jashtme, Tirane. Dt. 6.08.1985[Embassy in Rome to Ministry of Education, 6 August 1985.]",,,,,
,AQSH,511,1990,141,,"Ambasada ne Paris derguar Ministrise se Arsimit,  Dt. 16.10.1990","Embassy in Paris to Ministry of Education and Culture, 16 October 1990","AQSH, F.511, V.1990, D.141, Fl.. Document title: Ambasada ne Paris derguar Ministrise se Arsimit,  Dt. 16.10.1990[Embassy in Paris to Ministry of Education and Culture, 16 October 1990.]",,,,,
,AQSH,511,1990,141,,"Ambasada ne Paris derguar Ministrise se Arsimit dhe Kultures, dt. 12.03.1990","Embassy in Paris to Ministry of Education and Culture, 12 October 1990","AQSH, F.511, V.1990, D.141, Fl.. Document title: Ambasada ne Paris derguar Ministrise se Arsimit dhe Kultures, dt. 12.03.1990[Embassy in Paris to Ministry of Education and Culture, 12 October 1990.]",,,,,
,AQSH,511,1990,141,,"Keshillli i Ministrave derguar Ministrises se Jashtme, dt. 27.05.1989 ","Council of Minister to Ministry of Education and Culture, 27 May 1989","AQSH, F.511, V.1990, D.141, Fl.. Document title: Keshillli i Ministrave derguar Ministrises se Jashtme, dt. 27.05.1989 [Council of Minister to Ministry of Education and Culture, 27 May 1989.]",,,,,
,AQSH,511,1980,270,63-67,Informacion mbi organizaten e rinise ne Viene,Information on the youth organization in Vienna,"AQSH, F.511, V.1980, D.270, Fl.63-67. Document title: Informacion mbi organizaten e rinise ne Viene[Information on the youth organization in Vienna.]",,,,,
,AQSH,511,1980,270,96-100,"Udhezim i KQ te PPSH për punën me studentët, dt. 9.11.1980","Guideline for the work with the students. Central Committee of Albanian Party of Labor, 9 September 1980","AQSH, F.511, V.1980, D.270, Fl.96-100. Document title: Udhezim i KQ te PPSH për punën me studentët, dt. 9.11.1980[Guideline for the work with the students. Central Committee of Albanian Party of Labor, 9 September 1980.]",,,,,
"D.155/1, V.1981, Fl.102",AQSH,511,1981,155/1,102,"Ambasada ne Paris derguar Ministrise se Arsimit dhe Kultures, 1981","Embassy in Paris to Ministry of Education and Culture, 1981","AQSH, F.511, V.1981, D.155/1, Fl.102. Document title: Ambasada ne Paris derguar Ministrise se Arsimit dhe Kultures, 1981[Embassy in Paris to Ministry of Education and Culture, 1981.]",,,,,
511_1983_163,AQSH,511,1983,163,31-37,Vendime te te Ministrise se Arsimit dhe Kultures … per dergimin e disa pedagogeve per ligjerata dhe shkembim pervoje jashte shtetit,Decisions of Ministry of Education … for sending lecturers abroad ,"AQSH, F.511, V.1983, D.163, Fl.31-37. Document title: Vendime te te Ministrise se Arsimit dhe Kultures … per dergimin e disa pedagogeve per ligjerata dhe shkembim pervoje jashte shtetit[Decisions of Ministry of Education … for sending lecturers abroad .]",,,,,
511_1980_92,AQSH,511,1980,92,31,"Universiteti  Tiranes derguar Ministrise se Arsimit, 25.9.1980","University of Tirana to Ministry of Education, 25 September 1980","AQSH, F.511, V.1980, D.92, Fl.31. Document title: Universiteti  Tiranes derguar Ministrise se Arsimit, 25.9.1980[University of Tirana to Ministry of Education, 25 September 1980.]",,,,,
,AQSH,ASHV-Tirane,1985,1337,1,"Komiteti Ekzekutiv I Keshillit Popullor Tirane derguar Keshillit te Ministrave, dt. 23.5.1985","Excecutive Committee of the District of Tirana to Council of Ministers, 23 May 1985","AQSH, F.ASHV-Tirane, V.1985, D.1337, Fl.1. Document title: Komiteti Ekzekutiv I Keshillit Popullor Tirane derguar Keshillit te Ministrave, dt. 23.5.1985[Excecutive Committee of the District of Tirana to Council of Ministers, 23 May 1985.]",,,,,
"Nr. 160/1985 , Kutia nr. 7 -8 ",AQSH,511,1985,160,2-6,"Ministria e Puneve te Jashtme derguar Ministrise se Arsimit, dt. 26.11.1985","Ministry of Foreign Affairs to Ministry of Education, 26 November 1985","AQSH, F.511, V.1985, D.160, Fl.2-6. Document title: Ministria e Puneve te Jashtme derguar Ministrise se Arsimit, dt. 26.11.1985[Ministry of Foreign Affairs to Ministry of Education, 26 November 1985.]",,,,,
,MEPJ,MPJ,1981,968,87,"Informacion. Drejtoria IV, 24.10.1981","Directorate IV, Information 24 October 1981","MEPJ, F.MPJ, V.1981, D.968, Fl.87. Document title: Informacion. Drejtoria IV, 24.10.1981[Directorate IV, Information 24 October 1981.]",,,,,
,MEPJ,MPJ,1981,968,73,"Ambasada ne Rome derguar Ministrise se Puneve te Jashtme, 24.11.1981","Embassy in Rome to Tirana, 14 November 1981","MEPJ, F.MPJ, V.1981, D.968, Fl.73. Document title: Ambasada ne Rome derguar Ministrise se Puneve te Jashtme, 24.11.1981[Embassy in Rome to Tirana, 14 November 1981.]",,,,,
,MEPJ,MPJ,1981,968,102,"Ministria e Puneve te Jashtme derguar Ambasades Italiane Tirane, dt. 14.03.1981","Ministry of Foreign Affairs to Embassy of Italy, 14 March 1981","MEPJ, F.MPJ, V.1981, D.968, Fl.102. Document title: Ministria e Puneve te Jashtme derguar Ambasades Italiane Tirane, dt. 14.03.1981[Ministry of Foreign Affairs to Embassy of Italy, 14 March 1981.]",,,,,
,MEPJ,MPJ,1982,995,177,"Ambasada  ne Rome derguar Ministrise se Puneve te Jashtme, dt. 25.12.1982","Embassay in Rome to Tirana, 25 December 1982","MEPJ, F.MPJ, V.1982, D.995, Fl.177. Document title: Ambasada  ne Rome derguar Ministrise se Puneve te Jashtme, dt. 25.12.1982[Embassay in Rome to Tirana, 25 December 1982.]",,,,,
1982/995,MEPJ,MPJ,1982,995,62,"Drejtoria IV, informacion, dt. 19.03.1982","Ministry of Foreign Affairs, Directorate IV, Information 19 March 1982","MEPJ, F.MPJ, V.1982, D.995, Fl.62. Document title: Drejtoria IV, informacion, dt. 19.03.1982[Ministry of Foreign Affairs, Directorate IV, Information 19 March 1982.]",,,,,
,MEPJ,MPJ,1982,995,112-118,"Ambasada Rome, Informacion dt. 22.6.1982","Embassy in Rome, Information 22 June 1982","MEPJ, F.MPJ, V.1982, D.995, Fl.112-118. Document title: Ambasada Rome, Informacion dt. 22.6.1982[Embassy in Rome, Information 22 June 1982.]",,,,,
"14AP STR,V.1976, D.580",AQSH,14-APSTR,1976,580,,,,"AQSH, F.14-APSTR, V.1976, D.580, Fl.. Document title: [.]",,,,,
"6977-H, Jochen Blanken",MPB,,1987,6977-H,,Fashikull A 38/d. 2 Blanken,File A38/d.2 Blanken,"MPB, F., V.1987, D.6977-H, Fl.. Document title: Fashikull A 38/d. 2 Blanken[File A38/d.2 Blanken.]",,,,,
Aqsh 511_1931_500,AQSH,511,1931,500,1-2,"Kryesia e Kshillit Ministruer derguar Ministrise se Drejtesise, dt. 19.9.1931. Mbi ndalimin e nxanasve Shqiptare ne shkollat e hueja","Council of Ministers to Ministry of Justice, 19 September 1931. Decree on the prohibition of Albanian students to enroll in foreign schools ","AQSH, F.511, V.1931, D.500, Fl.1-2. Document title: Kryesia e Kshillit Ministruer derguar Ministrise se Drejtesise, dt. 19.9.1931. Mbi ndalimin e nxanasve Shqiptare ne shkollat e hueja[Council of Ministers to Ministry of Justice, 19 September 1931. Decree on the prohibition of Albanian students to enroll in foreign schools .]",,,,,
AQSH _1925_9_21,AQSH,MD,1925,IX-21,3,"Ministria e Drejtesise derguar Ministrise se Puneve te Jashtme, dt. 29.8.1925","Ministry of Justice to Ministry of Foreign Affairs, 29 August 1925","AQSH, F.MD, V.1925, D.IX-21, Fl.3. Document title: Ministria e Drejtesise derguar Ministrise se Puneve te Jashtme, dt. 29.8.1925[Ministry of Justice to Ministry of Foreign Affairs, 29 August 1925.]",,,,,
AQSH 155_I_187,AQSH,MD,1928,I-187,,"Njoftime e korrespondencë e Ministrisë së Drejtësisë me Drejtorinë e shkollës së Drejtësisë e Kryeministrinë, rreth sqarimeve për vonimin e çeljes së shkollës së Drejtësisë dhe suprimimin e saj",Notes on the correspondence of the Ministry of Justice on the Law School … ,"AQSH, F.MD, V.1928, D.I-187, Fl.. Document title: Njoftime e korrespondencë e Ministrisë së Drejtësisë me Drejtorinë e shkollës së Drejtësisë e Kryeministrinë, rreth sqarimeve për vonimin e çeljes së shkollës së Drejtësisë dhe suprimimin e saj[Notes on the correspondence of the Ministry of Justice on the Law School … .]",,,,,
AQShmin_drejtesise_1942_716,AQSH,MD,1942,716,11-12,"Dekret Nr 43, dt. 28.02.1942","Decree No. 43, 28 February 1942","AQSH, F.MD, V.1942, D.716, Fl.11-12. Document title: Dekret Nr 43, dt. 28.02.1942[Decree No. 43, 28 February 1942.]",,,,,
komputera_AQSh_496_1983_109,AQSH,MMI,1983,109,1-23,"Vendim i Keshillit te Ministrave Nr. 236, 26.07.1983","Decree of Council of Ministers No. 236, 26 July 1983","AQSH, F.MMI, V.1983, D.109, Fl.1-23. Document title: Vendim i Keshillit te Ministrave Nr. 236, 26.07.1983[Decree of Council of Ministers No. 236, 26 July 1983.]",,,,,
"495/1960/97. Fl. 2,",AQSH,495,1960,97,2, Raport mbi shperndarjen e studenteve qe mbarojne studimet e larta jashte shtetit dhe ne vend ne vitin 1960,Report on the distribution of students abroad …,"AQSH, F.495, V.1960, D.97, Fl.2. Document title:  Raport mbi shperndarjen e studenteve qe mbarojne studimet e larta jashte shtetit dhe ne vend ne vitin 1960[Report on the distribution of students abroad ….]",,,,,
508/1976/2,AQSH,508,1971,2,16-18,"Relacion, mbi arritjet kryesore të deritanishme dhe mbi disa detyra të ardhme të gjuhësisë shqiptare, mbajtur nga profesor Androkli Kostallari në mbledhjen e Asamblesë datë 27.1.1976, diskutim i profesorit Eqerem Çabejt.",Report on the recent main achievement of Albanian linguistics and other tasks,"AQSH, F.508, V.1971, D.2, Fl.16-18. Document title: Relacion, mbi arritjet kryesore të deritanishme dhe mbi disa detyra të ardhme të gjuhësisë shqiptare, mbajtur nga profesor Androkli Kostallari në mbledhjen e Asamblesë datë 27.1.1976, diskutim i profesorit Eqerem Çabejt.[Report on the recent main achievement of Albanian linguistics and other tasks.]",,,,,
